z5102248,onelayer,0.8877044392523364,0.8846153846153846
z5102248,twolayer,0.909991968457944,0.9063501602564102
z5102248,conv,0.9206155081775701,0.9185697115384616
z5102248,conv,0.9770735981308412,0.9763621794871795
z5102248,onelayer,0.8862441588785047,0.8881209935897436
z5102248,onelayer,0.8872846086448598,0.8850160256410257
z5102248,onelayer,0.9128760221962616,0.9088541666666666
z5102248,onelayer,0.9119085864485982,0.9117588141025641
z5102248,onelayer,0.9107403621495327,0.9117588141025641
z5102248,onelayer,0.9141537675233645,0.9110576923076923
z5102248,onelayer,0.9279716705607477,0.9284855769230769
z5102248,twolayer,0.9111601927570093,0.9085536858974359
z5102248,twolayer,0.9585827978971962,0.9596354166666666
z5102248,conv,0.9837543808411215,0.9832732371794872
z5102248,twolayer,0.959148656542056,0.9588341346153846
z5102248,onelayer,0.9266756717289719,0.9269831730769231
z5102248,onelayer,0.927570093457944,0.9271834935897436
z5102248,onelayer,0.9267121787383178,0.9220753205128205
z5102248,onelayer,0.9279716705607477,0.9263822115384616
z5102248,twolayer,0.9595502336448598,0.9581330128205128
z5102248,onelayer,0.9269494742990654,0.92578125
